"BlockGroup","TractFIPS","NAME","TotHH","TotPerson","Age18to34","Age35to49","Age50to64","Age65plus","AgeUnder18","Adult18plus","CompMOS"
"261635338002","26163533800","Block Group 2; Census Tract 5338; Wayne County; Michigan",305,553,125,83,112,84,149,404,1.80429133995513
"261635338001","26163533800","Block Group 1; Census Tract 5338; Wayne County; Michigan",309,434,89,94,84,67,100,334,1.50544978878812
"261635338003","26163533800","Block Group 3; Census Tract 5338; Wayne County; Michigan",266,424,96,69,97,79,83,341,1.52162845621344
"261635338004","26163533800","Block Group 4; Census Tract 5338; Wayne County; Michigan",304,510,100,99,127,40,144,366,1.64288772999514
"261635339001","26163533900","Block Group 1; Census Tract 5339; Wayne County; Michigan",688,864,348,154,188,75,99,765,3.42301657465725
"261635339002","26163533900","Block Group 2; Census Tract 5339; Wayne County; Michigan",698,792,266,103,185,122,116,676,3.00316117354402
"261635339003","26163533900","Block Group 3; Census Tract 5339; Wayne County; Michigan",941,1319,460,232,287,155,185,1134,5.07249705415236
"261635339004","26163533900","Block Group 4; Census Tract 5339; Wayne County; Michigan",283,381,188,77,44,33,39,342,1.54145476285741
"261635341001","26163534100","Block Group 1; Census Tract 5341; Wayne County; Michigan",435,540,107,108,137,78,110,430,1.92707013680122
"261635341002","26163534100","Block Group 2; Census Tract 5341; Wayne County; Michigan",692,1151,252,213,267,154,265,886,3.96916530546878
"261635342001","26163534200","Block Group 1; Census Tract 5342; Wayne County; Michigan",764,1436,307,260,296,213,360,1076,4.82496560589277
"261635342002","26163534200","Block Group 2; Census Tract 5342; Wayne County; Michigan",573,1030,249,175,194,173,239,791,3.54283442373427
"261635342003","26163534200","Block Group 3; Census Tract 5342; Wayne County; Michigan",295,525,114,84,118,74,135,390,1.74213528165838
"261635343001","26163534300","Block Group 1; Census Tract 5343; Wayne County; Michigan",676,1087,283,194,207,136,267,820,3.67953901194835
"261635344001","26163534400","Block Group 1; Census Tract 5344; Wayne County; Michigan",520,916,213,150,207,119,227,689,3.07930845270841
"261635344002","26163534400","Block Group 2; Census Tract 5344; Wayne County; Michigan",354,558,135,101,121,89,112,446,1.99698154137221
"261635347001","26163534700","Block Group 1; Census Tract 5347; Wayne County; Michigan",544,1104,237,192,180,155,340,764,3.43473296479401
"261635347002","26163534700","Block Group 2; Census Tract 5347; Wayne County; Michigan",360,764,162,124,164,113,201,563,2.51711814301777
"261635347003","26163534700","Block Group 3; Census Tract 5347; Wayne County; Michigan",559,1188,270,205,250,162,301,887,3.97250313144615
"261635348001","26163534800","Block Group 1; Census Tract 5348; Wayne County; Michigan",324,618,151,106,114,91,156,462,2.07138375088597
"261635348002","26163534800","Block Group 2; Census Tract 5348; Wayne County; Michigan",523,924,194,172,165,145,248,676,3.03874284483248
"261635348003","26163534800","Block Group 3; Census Tract 5348; Wayne County; Michigan",347,663,126,149,127,101,160,503,2.27064713018744
"261635350001","26163535000","Block Group 1; Census Tract 5350; Wayne County; Michigan",376,688,160,117,160,74,177,511,2.28597332453905
"261635350002","26163535000","Block Group 2; Census Tract 5350; Wayne County; Michigan",431,940,222,191,175,123,229,711,3.20190549112621
"261635350003","26163535000","Block Group 3; Census Tract 5350; Wayne County; Michigan",434,783,179,141,129,137,197,586,2.63235942632509
"261635351001","26163535100","Block Group 1; Census Tract 5351; Wayne County; Michigan",351,704,183,100,127,90,204,500,2.23443810387195
"261635351002","26163535100","Block Group 2; Census Tract 5351; Wayne County; Michigan",468,1013,256,195,184,132,246,767,3.44971594611178
"261635352001","26163535200","Block Group 1; Census Tract 5352; Wayne County; Michigan",425,800,191,150,142,114,203,597,2.68399586868714
"261635352002","26163535200","Block Group 2; Census Tract 5352; Wayne County; Michigan",632,1219,326,237,202,154,300,919,4.13848663072013
"261635112001","26163511200","Block Group 1; Census Tract 5112; Wayne County; Michigan",705,1165,344,219,195,163,244,921,4.13962241283614
"261635112002","26163511200","Block Group 2; Census Tract 5112; Wayne County; Michigan",31,23,7,8,4,0,4,19,0.0872117166058675
"261635113001","26163511300","Block Group 1; Census Tract 5113; Wayne County; Michigan",325,918,242,157,142,84,293,625,2.8125928643832
"261635113002","26163511300","Block Group 2; Census Tract 5113; Wayne County; Michigan",497,1313,340,218,182,146,427,886,3.98728314378657
"261635114001","26163511400","Block Group 1; Census Tract 5114; Wayne County; Michigan",678,1026,261,176,206,189,194,832,3.72196044269241
"261635114002","26163511400","Block Group 2; Census Tract 5114; Wayne County; Michigan",625,979,247,154,230,212,136,843,3.75481453811642
"261635114003","26163511400","Block Group 3; Census Tract 5114; Wayne County; Michigan",0,0,0,0,0,0,0,0,0
"261635119001","26163511900","Block Group 1; Census Tract 5119; Wayne County; Michigan",526,729,252,143,184,48,102,627,2.80871289647565
"261635119002","26163511900","Block Group 2; Census Tract 5119; Wayne County; Michigan",708,830,247,129,213,104,137,693,3.08654871916913
"261635091003","26163509100","Block Group 3; Census Tract 5091; Wayne County; Michigan",365,1395,413,232,231,72,447,948,4.26277536772452
"261635091004","26163509100","Block Group 4; Census Tract 5091; Wayne County; Michigan",335,1379,405,255,207,91,421,958,4.32155490177577
"261635091005","26163509100","Block Group 5; Census Tract 5091; Wayne County; Michigan",322,617,142,108,119,111,137,480,2.15025840465708
"261635106001","26163510600","Block Group 1; Census Tract 5106; Wayne County; Michigan",468,1419,370,236,165,85,563,856,3.86877717725875
"261635106002","26163510600","Block Group 2; Census Tract 5106; Wayne County; Michigan",648,2125,545,416,333,193,638,1487,6.71317565140702
"261635106003","26163510600","Block Group 3; Census Tract 5106; Wayne County; Michigan",520,1955,509,316,317,176,637,1318,5.92086546781591
"261635318001","26163531800","Block Group 1; Census Tract 5318; Wayne County; Michigan",465,779,191,139,153,93,203,576,2.5846887538558
"261635316002","26163531600","Block Group 2; Census Tract 5316; Wayne County; Michigan",570,999,214,187,250,140,208,791,3.53985453521949
"261635317001","26163531700","Block Group 1; Census Tract 5317; Wayne County; Michigan",476,766,161,108,216,105,176,590,2.61994179202688
"261635317002","26163531700","Block Group 2; Census Tract 5317; Wayne County; Michigan",529,879,208,138,157,154,222,657,2.9394489040358
"261635318002","26163531800","Block Group 2; Census Tract 5318; Wayne County; Michigan",495,721,158,116,169,108,170,551,2.45948300540419
"261635319001","26163531900","Block Group 1; Census Tract 5319; Wayne County; Michigan",527,866,179,159,206,113,209,657,2.94237974457296
"261635321001","26163532100","Block Group 1; Census Tract 5321; Wayne County; Michigan",472,941,260,206,192,163,120,821,3.6912467392395
"261635321002","26163532100","Block Group 2; Census Tract 5321; Wayne County; Michigan",688,1221,330,219,220,190,262,959,4.30216177115213
"261635324001","26163532400","Block Group 1; Census Tract 5324; Wayne County; Michigan",959,1569,442,296,338,179,314,1255,5.62847584285533
"261635326001","26163532600","Block Group 1; Census Tract 5326; Wayne County; Michigan",451,841,256,129,125,115,216,625,2.80095866919632
"261635326002","26163532600","Block Group 2; Census Tract 5326; Wayne County; Michigan",1039,1227,371,208,329,200,119,1108,4.93638573861936
"261635327001","26163532700","Block Group 1; Census Tract 5327; Wayne County; Michigan",499,558,143,103,85,75,152,406,1.82797294960539
"261635330001","26163533000","Block Group 1; Census Tract 5330; Wayne County; Michigan",443,716,175,92,137,131,181,535,2.3819859031681
"261635330002","26163533000","Block Group 2; Census Tract 5330; Wayne County; Michigan",351,710,147,131,211,107,114,596,2.6583078968756
"261635331001","26163533100","Block Group 1; Census Tract 5331; Wayne County; Michigan",383,576,139,58,102,127,150,426,1.88970114648086
"261635331002","26163533100","Block Group 2; Census Tract 5331; Wayne County; Michigan",594,812,172,149,142,166,183,629,2.8229406952859
"261635332001","26163533200","Block Group 1; Census Tract 5332; Wayne County; Michigan",354,527,149,83,101,71,123,404,1.80684344993911
"261635332002","26163533200","Block Group 2; Census Tract 5332; Wayne County; Michigan",349,577,143,81,108,103,142,435,1.94047996716784
"261635333001","26163533300","Block Group 1; Census Tract 5333; Wayne County; Michigan",309,546,106,84,151,94,111,435,1.93451854780893
"261635333002","26163533300","Block Group 2; Census Tract 5333; Wayne County; Michigan",452,650,169,93,134,91,163,487,2.17223247908881
"261635334001","26163533400","Block Group 1; Census Tract 5334; Wayne County; Michigan",419,615,167,111,115,73,149,466,2.09207618170183
"261635334002","26163533400","Block Group 2; Census Tract 5334; Wayne County; Michigan",617,911,190,160,173,123,265,646,2.89970039277999
"261635334003","26163533400","Block Group 3; Census Tract 5334; Wayne County; Michigan",432,689,194,89,141,110,155,534,2.37630853583318
"261635336001","26163533600","Block Group 1; Census Tract 5336; Wayne County; Michigan",414,574,130,106,123,79,136,438,1.96402246140783
"261635336002","26163533600","Block Group 2; Census Tract 5336; Wayne County; Michigan",577,816,172,169,156,100,219,597,2.69114076645032
"261635160002","26163516000","Block Group 2; Census Tract 5160; Wayne County; Michigan",573,996,208,167,239,186,196,800,3.57015157581823
"261635164001","26163516400","Block Group 1; Census Tract 5164; Wayne County; Michigan",739,1097,351,238,255,134,119,978,4.39143369490028
"261635165001","26163516500","Block Group 1; Census Tract 5165; Wayne County; Michigan",854,1119,511,225,239,87,57,1062,4.76202586186255
"261635165002","26163516500","Block Group 2; Census Tract 5165; Wayne County; Michigan",1074,1441,454,279,283,363,62,1379,6.17132859406965
"261635166001","26163516600","Block Group 1; Census Tract 5166; Wayne County; Michigan",499,1328,419,120,140,65,584,744,3.32292837535491
"261635166002","26163516600","Block Group 2; Census Tract 5166; Wayne County; Michigan",1,25,6,3,1,6,9,16,0.0718263813702756
"261635166003","26163516600","Block Group 3; Census Tract 5166; Wayne County; Michigan",936,1024,213,196,236,274,105,919,4.10757099552414
"261635167001","26163516700","Block Group 1; Census Tract 5167; Wayne County; Michigan",629,964,204,107,214,295,144,820,3.62985691664929
"261635167002","26163516700","Block Group 2; Census Tract 5167; Wayne County; Michigan",465,1000,226,169,200,99,306,694,3.11264871748679
"261635167003","26163516700","Block Group 3; Census Tract 5167; Wayne County; Michigan",787,1254,269,226,298,297,164,1090,4.86671840249206
"261635168001","26163516800","Block Group 1; Census Tract 5168; Wayne County; Michigan",405,569,121,97,164,92,95,474,2.11111763393768
"261635169001","26163516900","Block Group 1; Census Tract 5169; Wayne County; Michigan",988,1365,218,171,352,494,130,1235,5.46410176715461
"261635169002","26163516900","Block Group 2; Census Tract 5169; Wayne County; Michigan",596,746,38,50,256,369,33,713,3.11813788163511
"261635170001","26163517000","Block Group 1; Census Tract 5170; Wayne County; Michigan",1837,2127,1007,292,353,421,54,2073,9.23477022903914
"261635170002","26163517000","Block Group 2; Census Tract 5170; Wayne County; Michigan",593,851,273,193,121,192,72,779,3.51069848267052
"261635171001","26163517100","Block Group 1; Census Tract 5171; Wayne County; Michigan",1155,1552,541,223,324,391,73,1479,6.57866316508174
"261635054002","26163505400","Block Group 2; Census Tract 5054; Wayne County; Michigan",653,1391,324,257,257,183,370,1021,4.58839618627124
"261635056001","26163505600","Block Group 1; Census Tract 5056; Wayne County; Michigan",388,860,234,132,154,91,249,611,2.73619930318096
"261635056002","26163505600","Block Group 2; Census Tract 5056; Wayne County; Michigan",962,2181,494,406,437,270,574,1607,7.21750412639596
"261635056003","26163505600","Block Group 3; Census Tract 5056; Wayne County; Michigan",444,1037,252,168,215,139,263,774,3.46189735376538
"261635057001","26163505700","Block Group 1; Census Tract 5057; Wayne County; Michigan",366,464,106,88,113,64,93,371,1.66126747638024
"261635057002","26163505700","Block Group 2; Census Tract 5057; Wayne County; Michigan",0,0,0,0,0,0,0,0,0
"261635057003","26163505700","Block Group 3; Census Tract 5057; Wayne County; Michigan",504,977,231,172,184,150,240,737,3.30514110703639
"261635057004","26163505700","Block Group 4; Census Tract 5057; Wayne County; Michigan",332,470,82,88,98,100,102,368,1.64914706134896
"261635057005","26163505700","Block Group 5; Census Tract 5057; Wayne County; Michigan",433,1025,192,192,236,203,202,823,3.68372405539889
"261635058001","26163505800","Block Group 1; Census Tract 5058; Wayne County; Michigan",374,687,175,128,124,89,171,516,2.31923072205245
"261635058002","26163505800","Block Group 2; Census Tract 5058; Wayne County; Michigan",311,1513,433,233,117,122,608,905,4.09136268317947
"261635058003","26163505800","Block Group 3; Census Tract 5058; Wayne County; Michigan",315,647,131,111,146,85,174,473,2.11693704800721
"261635058004","26163505800","Block Group 4; Census Tract 5058; Wayne County; Michigan",199,490,118,83,83,43,163,327,1.47042347633953
"261635061001","26163506100","Block Group 1; Census Tract 5061; Wayne County; Michigan",744,1875,507,319,336,217,496,1379,6.18714251156559
"261635062001","26163506200","Block Group 1; Census Tract 5062; Wayne County; Michigan",778,1814,447,323,333,250,461,1353,6.07306683041933
"261635063001","26163506300","Block Group 1; Census Tract 5063; Wayne County; Michigan",453,1033,242,186,187,117,301,732,3.2905736114026
"261635063002","26163506300","Block Group 2; Census Tract 5063; Wayne County; Michigan",373,827,202,146,157,124,198,629,2.82060601023023
"261635064001","26163506400","Block Group 1; Census Tract 5064; Wayne County; Michigan",339,687,153,140,153,97,144,543,2.43889945052899
"261635064002","26163506400","Block Group 2; Census Tract 5064; Wayne County; Michigan",3,155,53,39,56,6,1,154,0.690004981874438
"261635065001","26163506500","Block Group 1; Census Tract 5065; Wayne County; Michigan",539,1106,228,212,219,146,301,805,3.61912580316564
"261635065002","26163506500","Block Group 2; Census Tract 5065; Wayne County; Michigan",393,857,195,150,189,120,203,654,2.92757474210803
"261635066001","26163506600","Block Group 1; Census Tract 5066; Wayne County; Michigan",797,1868,421,347,337,244,519,1349,6.06635595270847
"261635066002","26163506600","Block Group 2; Census Tract 5066; Wayne County; Michigan",460,845,208,121,192,100,224,621,2.76795036982444
"261635067001","26163506700","Block Group 1; Census Tract 5067; Wayne County; Michigan",457,1023,207,184,223,156,253,770,3.44964882009693
"261635068001","26163506800","Block Group 1; Census Tract 5068; Wayne County; Michigan",790,2037,474,358,391,291,523,1514,6.79027823526894
"261635068002","26163506800","Block Group 2; Census Tract 5068; Wayne County; Michigan",847,1860,446,343,354,242,475,1385,6.2208305085391
"261635068003","26163506800","Block Group 3; Census Tract 5068; Wayne County; Michigan",0,7,4,0,3,0,0,7,0.030446704959499
"261635069001","26163506900","Block Group 1; Census Tract 5069; Wayne County; Michigan",430,1094,255,172,187,146,334,760,3.40659405134381
"261635069002","26163506900","Block Group 2; Census Tract 5069; Wayne County; Michigan",611,1580,382,284,247,204,463,1117,5.02719632089293
"261635393001","26163539300","Block Group 1; Census Tract 5393; Wayne County; Michigan",836,2025,417,392,381,362,473,1552,6.97349153176468
"261635393002","26163539300","Block Group 2; Census Tract 5393; Wayne County; Michigan",750,1768,371,308,390,324,375,1393,6.22947565569948
"261635394001","26163539400","Block Group 1; Census Tract 5394; Wayne County; Michigan",458,1240,252,204,243,259,282,958,4.28342920439886
"261635394002","26163539400","Block Group 2; Census Tract 5394; Wayne County; Michigan",421,1042,258,182,165,178,259,783,3.51579384936696
"261635394003","26163539400","Block Group 3; Census Tract 5394; Wayne County; Michigan",555,1425,328,244,255,251,347,1078,4.8319585306192
"261635395001","26163539500","Block Group 1; Census Tract 5395; Wayne County; Michigan",299,674,145,141,120,113,155,519,2.33840881870772
"261635395002","26163539500","Block Group 2; Census Tract 5395; Wayne County; Michigan",606,1359,259,240,308,272,280,1079,4.82397602127441
"261635395003","26163539500","Block Group 3; Census Tract 5395; Wayne County; Michigan",450,888,115,135,135,396,107,781,3.48051159305378
"261635396001","26163539600","Block Group 1; Census Tract 5396; Wayne County; Michigan",589,1368,329,224,291,206,318,1050,4.69387446928844
"261635396002","26163539600","Block Group 2; Census Tract 5396; Wayne County; Michigan",728,1829,391,340,323,335,440,1389,6.23870232561157
"261635397001","26163539700","Block Group 1; Census Tract 5397; Wayne County; Michigan",1020,2072,424,338,449,464,397,1675,7.47552333771268
"261635401001","26163540100","Block Group 1; Census Tract 5401; Wayne County; Michigan",492,994,200,169,202,214,209,785,3.51018839622222
"261635401002","26163540100","Block Group 2; Census Tract 5401; Wayne County; Michigan",475,1186,291,176,213,201,305,881,3.93710328217384
"261635401003","26163540100","Block Group 3; Census Tract 5401; Wayne County; Michigan",430,1021,254,193,142,106,326,695,3.13873377428146
"261635402001","26163540200","Block Group 1; Census Tract 5402; Wayne County; Michigan",434,939,281,147,160,96,255,684,3.06523971640096
"261635402002","26163540200","Block Group 2; Census Tract 5402; Wayne County; Michigan",392,747,207,122,141,72,205,542,2.42912660200157
"261635402003","26163540200","Block Group 3; Census Tract 5402; Wayne County; Michigan",650,1497,338,255,287,216,401,1096,4.9126189925073
"261635403001","26163540300","Block Group 1; Census Tract 5403; Wayne County; Michigan",523,1332,322,221,220,208,361,971,4.35546514078728
"261635403002","26163540300","Block Group 2; Census Tract 5403; Wayne County; Michigan",508,1120,266,196,186,196,276,844,3.78795539639865
"261635403003","26163540300","Block Group 3; Census Tract 5403; Wayne County; Michigan",577,1294,295,197,236,227,339,955,4.26945300168924
"261635404001","26163540400","Block Group 1; Census Tract 5404; Wayne County; Michigan",610,1400,330,243,257,234,336,1064,4.76987341310254
"261635404002","26163540400","Block Group 2; Census Tract 5404; Wayne County; Michigan",642,1232,258,215,286,203,270,962,4.3010258772113
"261635405001","26163540500","Block Group 1; Census Tract 5405; Wayne County; Michigan",554,1397,319,265,267,243,303,1094,4.91099518786877
"261635405002","26163540500","Block Group 2; Census Tract 5405; Wayne County; Michigan",386,1002,184,194,162,137,325,677,3.05456554264777
"261635405003","26163540500","Block Group 3; Census Tract 5405; Wayne County; Michigan",449,1067,245,201,181,165,275,792,3.56237747468554
"261635406001","26163540600","Block Group 1; Census Tract 5406; Wayne County; Michigan",600,1396,334,238,219,189,416,980,4.40442945999237
"261635406002","26163540600","Block Group 2; Census Tract 5406; Wayne County; Michigan",771,1878,386,346,341,363,442,1436,6.44517497784137
"261635407001","26163540700","Block Group 1; Census Tract 5407; Wayne County; Michigan",372,949,232,171,165,143,238,711,3.1933000093886
"261635407002","26163540700","Block Group 2; Census Tract 5407; Wayne County; Michigan",431,1087,247,227,184,192,237,850,3.829858352882
"261635407003","26163540700","Block Group 3; Census Tract 5407; Wayne County; Michigan",510,1157,297,209,207,126,318,839,3.77124960377138
"261635408001","26163540800","Block Group 1; Census Tract 5408; Wayne County; Michigan",442,1040,210,187,195,236,212,828,3.70946775089806
"261635408002","26163540800","Block Group 2; Census Tract 5408; Wayne County; Michigan",478,1070,254,227,194,124,271,799,3.60520179971183
"261635409001","26163540900","Block Group 1; Census Tract 5409; Wayne County; Michigan",452,993,212,164,186,181,250,743,3.32618268759724
"261635409002","26163540900","Block Group 2; Census Tract 5409; Wayne County; Michigan",609,1453,343,256,265,294,295,1158,5.18819148016216
"261635409003","26163540900","Block Group 3; Census Tract 5409; Wayne County; Michigan",378,974,174,180,191,195,234,740,3.31903373611892
"261635410001","26163541000","Block Group 1; Census Tract 5410; Wayne County; Michigan",619,1127,226,155,200,254,292,835,3.72349213970008
"261635410002","26163541000","Block Group 2; Census Tract 5410; Wayne County; Michigan",433,1081,235,211,187,145,303,778,3.50495152315558
"261635410003","26163541000","Block Group 3; Census Tract 5410; Wayne County; Michigan",680,1567,406,269,254,187,451,1116,5.01507205930246
"261635411001","26163541100","Block Group 1; Census Tract 5411; Wayne County; Michigan",609,1520,384,270,217,170,479,1041,4.69094792713547
"261635411002","26163541100","Block Group 2; Census Tract 5411; Wayne County; Michigan",629,1401,352,269,258,146,376,1025,4.61325202402161
"261635412001","26163541200","Block Group 1; Census Tract 5412; Wayne County; Michigan",655,1156,297,167,299,144,249,907,4.03480447200572
"261635412002","26163541200","Block Group 2; Census Tract 5412; Wayne County; Michigan",469,890,238,189,142,87,234,656,2.96498671656982
"261635413001","26163541300","Block Group 1; Census Tract 5413; Wayne County; Michigan",521,1331,359,247,218,101,406,925,4.16921722878464
"261635413002","26163541300","Block Group 2; Census Tract 5413; Wayne County; Michigan",598,1333,351,293,245,106,338,995,4.49598118628095
"261635414001","26163541400","Block Group 1; Census Tract 5414; Wayne County; Michigan",286,538,124,84,127,76,127,411,1.83338906158553
"261635414002","26163541400","Block Group 2; Census Tract 5414; Wayne County; Michigan",437,1058,264,157,226,170,241,817,3.64367980797994
"261635414003","26163541400","Block Group 3; Census Tract 5414; Wayne County; Michigan",462,1046,215,207,229,146,249,797,3.57951106175037
"261635415001","26163541500","Block Group 1; Census Tract 5415; Wayne County; Michigan",814,1682,373,289,378,312,330,1352,6.04158010281856
"261635415002","26163541500","Block Group 2; Census Tract 5415; Wayne County; Michigan",980,1943,422,332,390,401,398,1545,6.91053315516244
"261635417001","26163541700","Block Group 1; Census Tract 5417; Wayne County; Michigan",772,1087,261,208,227,229,162,925,4.14343630816985
"261635417002","26163541700","Block Group 2; Census Tract 5417; Wayne County; Michigan",440,843,196,176,162,105,204,639,2.8791203104168
"261635417003","26163541700","Block Group 3; Census Tract 5417; Wayne County; Michigan",312,608,178,101,100,111,118,490,2.19462504459131
"261635418001","26163541800","Block Group 1; Census Tract 5418; Wayne County; Michigan",591,1326,285,252,238,250,301,1025,4.60426322390673
"261635463011","26163546301","Block Group 1; Census Tract 5463.01; Wayne County; Michigan",720,1792,408,345,366,215,458,1334,5.99499730819779
"261635466001","26163546600","Block Group 1; Census Tract 5466; Wayne County; Michigan",406,853,210,184,144,56,259,594,2.68909482115021
"261635466002","26163546600","Block Group 2; Census Tract 5466; Wayne County; Michigan",467,1143,315,165,210,123,330,813,3.63471701768355
"261635467001","26163546700","Block Group 1; Census Tract 5467; Wayne County; Michigan",740,1725,433,279,319,237,457,1268,5.67884402790476
"261635467002","26163546700","Block Group 2; Census Tract 5467; Wayne County; Michigan",559,1091,285,202,210,126,268,823,3.69652982775665
"261635470001","26163547000","Block Group 1; Census Tract 5470; Wayne County; Michigan",512,1144,235,228,238,155,288,856,3.84872207147034
"261635470002","26163547000","Block Group 2; Census Tract 5470; Wayne County; Michigan",710,1357,236,198,283,285,355,1002,4.46699378902851
"261635470003","26163547000","Block Group 3; Census Tract 5470; Wayne County; Michigan",508,1011,282,169,158,119,283,728,3.26990844646349
"261635471001","26163547100","Block Group 1; Census Tract 5471; Wayne County; Michigan",0,0,0,0,0,0,0,0,0
"261635471002","26163547100","Block Group 2; Census Tract 5471; Wayne County; Michigan",487,1107,287,193,188,154,285,822,3.69057747393788
"261635471003","26163547100","Block Group 3; Census Tract 5471; Wayne County; Michigan",1488,3045,784,550,493,294,924,2121,9.55063577967653
"261635471004","26163547100","Block Group 4; Census Tract 5471; Wayne County; Michigan",208,562,149,85,88,46,194,368,1.65185523327461
"261635472001","26163547200","Block Group 1; Census Tract 5472; Wayne County; Michigan",360,737,200,147,131,58,201,536,2.41691838594513
"261635472002","26163547200","Block Group 2; Census Tract 5472; Wayne County; Michigan",270,677,173,109,128,56,211,466,2.08950190109285
"261635472003","26163547200","Block Group 3; Census Tract 5472; Wayne County; Michigan",188,595,134,93,114,133,121,474,2.11648704775487
"261635472004","26163547200","Block Group 4; Census Tract 5472; Wayne County; Michigan",919,1973,474,271,262,270,696,1277,5.7237592073501
"261635006003","26163500600","Block Group 3; Census Tract 5006; Wayne County; Michigan",309,620,178,100,101,44,197,423,1.90024309596193
"261635006001","26163500600","Block Group 1; Census Tract 5006; Wayne County; Michigan",469,1195,314,202,202,95,382,813,3.6550449897267
"261635006002","26163500600","Block Group 2; Census Tract 5006; Wayne County; Michigan",185,465,107,61,93,51,153,312,1.39135444802316
"261635006004","26163500600","Block Group 4; Census Tract 5006; Wayne County; Michigan",215,412,107,91,78,36,100,312,1.40904497522237
"261635007001","26163500700","Block Group 1; Census Tract 5007; Wayne County; Michigan",357,898,225,172,162,68,271,627,2.82568191570612
"261635007002","26163500700","Block Group 2; Census Tract 5007; Wayne County; Michigan",331,808,188,170,132,69,249,559,2.52907068770276
"261635007003","26163500700","Block Group 3; Census Tract 5007; Wayne County; Michigan",531,1203,287,231,206,74,405,798,3.60267156294071
"261635007004","26163500700","Block Group 4; Census Tract 5007; Wayne County; Michigan",460,1200,308,205,202,80,405,795,3.57743754690594
"261635008001","26163500800","Block Group 1; Census Tract 5008; Wayne County; Michigan",527,1380,334,252,274,111,409,971,4.36468442607423
"261635008002","26163500800","Block Group 2; Census Tract 5008; Wayne County; Michigan",482,1189,302,231,197,83,376,813,3.67031847203292
"261635009001","26163500900","Block Group 1; Census Tract 5009; Wayne County; Michigan",661,1657,427,289,302,136,503,1154,5.18636769236304
"261635009002","26163500900","Block Group 2; Census Tract 5009; Wayne County; Michigan",879,2049,513,390,345,171,630,1419,6.39849304656498
"261635010001","26163501000","Block Group 1; Census Tract 5010; Wayne County; Michigan",496,1233,322,212,236,93,370,863,3.8751084724695
"261635010002","26163501000","Block Group 2; Census Tract 5010; Wayne County; Michigan",667,1712,430,285,285,166,546,1166,5.23936432709588
"261635001001","26163500100","Block Group 1; Census Tract 5001; Wayne County; Michigan",524,1331,393,243,200,75,420,911,4.10970768569762
"261635001002","26163500100","Block Group 2; Census Tract 5001; Wayne County; Michigan",968,2665,694,458,472,217,824,1841,8.27423355450756
"261635002001","26163500200","Block Group 1; Census Tract 5002; Wayne County; Michigan",312,857,211,160,149,88,249,608,2.73732538037846
"261635002002","26163500200","Block Group 2; Census Tract 5002; Wayne County; Michigan",764,2180,538,394,347,201,700,1480,6.66879943224955
"261635011001","26163501100","Block Group 1; Census Tract 5011; Wayne County; Michigan",384,1084,294,185,155,87,363,721,3.2484847576323
"261635011002","26163501100","Block Group 2; Census Tract 5011; Wayne County; Michigan",274,554,132,106,90,93,133,421,1.89413024761353
"261635011003","26163501100","Block Group 3; Census Tract 5011; Wayne County; Michigan",285,665,155,117,112,80,201,464,2.08632841620428
"261635011004","26163501100","Block Group 4; Census Tract 5011; Wayne County; Michigan",402,1025,269,165,157,90,344,681,3.0613572726769
"261635012001","26163501200","Block Group 1; Census Tract 5012; Wayne County; Michigan",766,1609,393,273,296,140,507,1102,4.94943022820217
"261635013001","26163501300","Block Group 1; Census Tract 5013; Wayne County; Michigan",473,1161,295,188,207,131,340,821,3.68131632607701
"261635013002","26163501300","Block Group 2; Census Tract 5013; Wayne County; Michigan",386,876,216,163,152,100,245,631,2.83952045574512
"261635013003","26163501300","Block Group 3; Census Tract 5013; Wayne County; Michigan",449,1041,291,185,132,115,318,723,3.26029312398548
"261635014001","26163501400","Block Group 1; Census Tract 5014; Wayne County; Michigan",652,1691,381,344,295,217,454,1237,5.57785542118408
"261635014002","26163501400","Block Group 2; Census Tract 5014; Wayne County; Michigan",412,990,238,185,189,97,281,709,3.18877411350002
"261635014003","26163501400","Block Group 3; Census Tract 5014; Wayne County; Michigan",441,943,248,157,200,134,204,739,3.30462602722286
"261635015001","26163501500","Block Group 1; Census Tract 5015; Wayne County; Michigan",571,1529,403,306,237,115,468,1061,4.79543795032565
"261635015002","26163501500","Block Group 2; Census Tract 5015; Wayne County; Michigan",348,893,219,181,161,75,257,636,2.86970305209032
"261635015003","26163501500","Block Group 3; Census Tract 5015; Wayne County; Michigan",659,1634,405,336,303,152,438,1196,5.39388150581864
"261635016001","26163501600","Block Group 1; Census Tract 5016; Wayne County; Michigan",422,862,192,170,197,120,183,679,3.0463563143722
"261635003001","26163500300","Block Group 1; Census Tract 5003; Wayne County; Michigan",478,1005,284,187,190,71,273,732,3.29249393716747
"261635003002","26163500300","Block Group 2; Census Tract 5003; Wayne County; Michigan",439,1144,314,188,164,66,412,732,3.29789321926668
"261635004001","26163500400","Block Group 1; Census Tract 5004; Wayne County; Michigan",151,338,71,68,79,33,87,251,1.12795561844506
"261635004002","26163500400","Block Group 2; Census Tract 5004; Wayne County; Michigan",154,198,31,53,35,24,55,143,0.651017209821651
"261635004003","26163500400","Block Group 3; Census Tract 5004; Wayne County; Michigan",101,215,41,45,32,39,58,157,0.70907122417054
